#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_002494725.1	PRJNA348753	SAMN06027494	DACG00000000.1	na	1915571	1915571	Geoglobus sp. UBA235		UBA235	latest	Contig	Major	Full	2017/10/10	ASM249472v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/725/GCA_002494725.1_ASM249472v1	derived from metagenome	
GCA_002509145.1	PRJNA348753	SAMN06027400	DAJX00000000.1	na	1915572	1915572	Metallosphaera sp. UBA165		UBA165	latest	Scaffold	Major	Full	2017/10/11	ASM250914v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/145/GCA_002509145.1_ASM250914v1	derived from metagenome	
GCA_002497045.1	PRJNA348753	SAMN06027131	DAMI00000000.1	na	1915573	1915573	Methanosarcina sp. UBA135		UBA135	latest	Scaffold	Major	Full	2017/10/10	ASM249704v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/045/GCA_002497045.1_ASM249704v1	derived from metagenome	
GCA_002496565.1	PRJNA348753	SAMN06027062	DAKJ00000000.1	na	1915574	1915574	Methanosarcina sp. UBA289		UBA289	latest	Scaffold	Major	Full	2017/10/10	ASM249656v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/565/GCA_002496565.1_ASM249656v1	derived from metagenome	
GCA_002499445.1	PRJNA348753	SAMN06027252	DALS00000000.1	na	1915575	1915575	Methanosarcina sp. UBA293		UBA293	latest	Scaffold	Major	Full	2017/10/10	ASM249944v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/445/GCA_002499445.1_ASM249944v1	derived from metagenome	
GCA_002504605.1	PRJNA348753	SAMN06027361	DATI00000000.1	na	1915576	1915576	Methanosarcina sp. UBA301		UBA301	latest	Scaffold	Major	Full	2017/10/10	ASM250460v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/605/GCA_002504605.1_ASM250460v1	derived from metagenome	
GCA_002508505.1	PRJNA348753	SAMN06027358	DAPH00000000.1	na	1915577	1915577	Methanosarcina sp. UBA304		UBA304	latest	Scaffold	Major	Full	2017/10/11	ASM250850v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/505/GCA_002508505.1_ASM250850v1	derived from metagenome	
GCA_002502805.1	PRJNA348753	SAMN06027631	DAQI00000000.1	na	1915578	1915578	Methanosarcina sp. UBA323		UBA323	latest	Scaffold	Major	Full	2017/10/10	ASM250280v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/805/GCA_002502805.1_ASM250280v1	derived from metagenome	
GCA_002505825.1	PRJNA348753	SAMN06027311	DAWA00000000.1	na	1915579	1915579	Methanosarcina sp. UBA338		UBA338	latest	Scaffold	Major	Full	2017/10/10	ASM250582v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/825/GCA_002505825.1_ASM250582v1	derived from metagenome	
GCA_002509335.1	PRJNA348753	SAMN06027438	DAIV00000000.1	na	1915580	1915580	Methanosarcina sp. UBA342		UBA342	latest	Scaffold	Major	Full	2017/10/11	ASM250933v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/335/GCA_002509335.1_ASM250933v1	derived from metagenome	
GCA_002501645.1	PRJNA348753	SAMN06027073	DANU00000000.1	na	1915581	1915581	Methanosarcina sp. UBA361		UBA361	latest	Scaffold	Major	Full	2017/10/10	ASM250164v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/645/GCA_002501645.1_ASM250164v1	derived from metagenome	
GCA_002494545.1	PRJNA348753	SAMN06027075	DABZ00000000.1	na	1915582	1915582	Methanosarcina sp. UBA363		UBA363	latest	Scaffold	Major	Full	2017/10/10	ASM249454v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/545/GCA_002494545.1_ASM249454v1	derived from metagenome	
GCA_002506915.1	PRJNA348753	SAMN06027071	DAYN00000000.1	na	1915583	1915583	Methanosarcina sp. UBA369		UBA369	latest	Scaffold	Major	Full	2017/10/10	ASM250691v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/915/GCA_002506915.1_ASM250691v1	derived from metagenome	
GCA_002495565.1	PRJNA348753	SAMN06027553	DAGA00000000.1	na	1915584	1915584	Methanosarcina sp. UBA376		UBA376	latest	Scaffold	Major	Full	2017/10/10	ASM249556v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/565/GCA_002495565.1_ASM249556v1	derived from metagenome	
GCA_002506455.1	PRJNA348753	SAMN06027525	DAXP00000000.1	na	1915585	1915585	Methanosarcina sp. UBA383		UBA383	latest	Scaffold	Major	Full	2017/10/10	ASM250645v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/455/GCA_002506455.1_ASM250645v1	derived from metagenome	
GCA_002508475.1	PRJNA348753	SAMN06027316	DAMN00000000.1	na	1915586	1915586	Methanosarcina sp. UBA392		UBA392	latest	Scaffold	Major	Full	2017/10/11	ASM250847v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/475/GCA_002508475.1_ASM250847v1	derived from metagenome	
GCA_002506845.1	PRJNA348753	SAMN06027312	DAYI00000000.1	na	1915587	1915587	Methanosarcina sp. UBA398		UBA398	latest	Scaffold	Major	Full	2017/10/10	ASM250684v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/845/GCA_002506845.1_ASM250684v1	derived from metagenome	
GCA_002509325.1	PRJNA348753	SAMN06027093	DADO00000000.1	na	1915588	1915588	Methanosarcina sp. UBA402		UBA402	latest	Scaffold	Major	Full	2017/10/11	ASM250932v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/325/GCA_002509325.1_ASM250932v1	derived from metagenome	
GCA_002495725.1	PRJNA348753	SAMN06027374	DAGK00000000.1	na	1915589	1915589	Methanosarcina sp. UBA411		UBA411	latest	Scaffold	Major	Full	2017/10/10	ASM249572v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/725/GCA_002495725.1_ASM249572v1	derived from metagenome	
GCA_002506095.1	PRJNA348753	SAMN06027381	DAWW00000000.1	na	1915590	1915590	Methanosarcina sp. UBA423		UBA423	latest	Scaffold	Major	Full	2017/10/10	ASM250609v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/095/GCA_002506095.1_ASM250609v1	derived from metagenome	
GCA_002494845.1	PRJNA348753	SAMN06027024	DACU00000000.1	na	1915591	1915591	Methanosarcina sp. UBA43		UBA43	latest	Scaffold	Major	Full	2017/10/10	ASM249484v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/845/GCA_002494845.1_ASM249484v1	derived from metagenome	
GCA_002496495.1	PRJNA348753	SAMN06027020	DAKG00000000.1	na	1915592	1915592	Methanosarcina sp. UBA47		UBA47	latest	Scaffold	Major	Full	2017/10/10	ASM249649v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/495/GCA_002496495.1_ASM249649v1	derived from metagenome	
GCA_002505485.1	PRJNA348753	SAMN06027134	DAVG00000000.1	na	1915593	1915593	Methanosarcina sp. UBA5		UBA5	latest	Scaffold	Major	Full	2017/10/10	ASM250548v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/485/GCA_002505485.1_ASM250548v1	derived from metagenome	
GCA_002503455.1	PRJNA348753	SAMN06027514	DARU00000000.1	na	1915594	1915594	Methanosarcina sp. UBA591		UBA591	latest	Scaffold	Major	Full	2017/10/10	ASM250345v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/455/GCA_002503455.1_ASM250345v1	derived from metagenome	
GCA_002508465.1	PRJNA348753	SAMN06027403	DAQQ00000000.1	na	1915595	1915595	Methanosarcina sp. UBA7		UBA7	latest	Scaffold	Major	Full	2017/10/11	ASM250846v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/465/GCA_002508465.1_ASM250846v1	derived from metagenome	
GCA_002508395.1	PRJNA348753	SAMN06027636	DAKA00000000.1	na	1915596	1915596	Nitrosopumilus sp. UBA241		UBA241	latest	Scaffold	Major	Full	2017/10/11	ASM250839v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/395/GCA_002508395.1_ASM250839v1	derived from metagenome	
GCA_002506665.1	PRJNA348753	SAMN06027227	DAXZ00000000.1	na	1915597	1915597	Nitrosopumilus sp. UBA526		UBA526	latest	Scaffold	Major	Full	2017/10/10	ASM250666v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/665/GCA_002506665.1_ASM250666v1	derived from metagenome	
GCA_002494985.1	PRJNA348753	SAMN06027226	DADK00000000.1	na	1915598	1915598	Nitrosopumilus sp. UBA527		UBA527	latest	Scaffold	Major	Full	2017/10/10	ASM249498v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/985/GCA_002494985.1_ASM249498v1	derived from metagenome	
GCA_002494895.1	PRJNA348753	SAMN06027106	DADA00000000.1	na	1915599	1915599	Nitrososphaera sp. UBA210		UBA210	latest	Contig	Major	Full	2017/10/10	ASM249489v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/895/GCA_002494895.1_ASM249489v1	derived from metagenome	
GCA_002495575.1	PRJNA348753	SAMN06027588	DAFY00000000.1	na	1915600	1915600	Nitrososphaera sp. UBA216		UBA216	latest	Scaffold	Major	Full	2017/10/10	ASM249557v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/575/GCA_002495575.1_ASM249557v1	derived from metagenome	
GCA_002501845.1	PRJNA348753	SAMN06027587	DAOL00000000.1	na	1915601	1915601	Nitrososphaera sp. UBA217		UBA217	latest	Scaffold	Major	Full	2017/10/10	ASM250184v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/845/GCA_002501845.1_ASM250184v1	derived from metagenome	
GCA_002495135.1	PRJNA348753	SAMN06027203	DADZ00000000.1	na	1915602	1915602	Nitrososphaera sp. UBA239		UBA239	latest	Scaffold	Major	Full	2017/10/10	ASM249513v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/135/GCA_002495135.1_ASM249513v1	derived from metagenome	
GCA_002508435.1	PRJNA348753	SAMN06027635	DAPU00000000.1	na	1915603	1915603	Nitrososphaera sp. UBA240		UBA240	latest	Scaffold	Major	Full	2017/10/11	ASM250843v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/435/GCA_002508435.1_ASM250843v1	derived from metagenome	
GCA_002495845.1	PRJNA348753	SAMN06027398	DAHF00000000.1	na	1915604	1915604	Sulfolobus sp. UBA167		UBA167	latest	Scaffold	Major	Full	2017/10/10	ASM249584v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/845/GCA_002495845.1_ASM249584v1	derived from metagenome	
GCA_002508315.1	PRJNA348753	SAMN06027399	DAHE00000000.1	na	1915605	1915605	Thermocladium sp. UBA166		UBA166	latest	Scaffold	Major	Full	2017/10/11	ASM250831v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/315/GCA_002508315.1_ASM250831v1	derived from metagenome	
GCA_002497345.1	PRJNA348753	SAMN06027505	DANS00000000.1	na	1915606	1915606	Thermoproteus sp. UBA157		UBA157	latest	Scaffold	Major	Full	2017/10/10	ASM249734v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/345/GCA_002497345.1_ASM249734v1	derived from metagenome	
GCA_002496475.1	PRJNA348753	SAMN06027394	DAJV00000000.1	na	1915607	1915607	Vulcanisaeta sp. UBA163		UBA163	latest	Scaffold	Major	Full	2017/10/10	ASM249647v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/475/GCA_002496475.1_ASM249647v1	derived from metagenome	
GCA_002503545.1	PRJNA348753	SAMN06027457	DARY00000000.1	na	1915608	1915608	Candidatus Methanomethylophilus sp. UBA78		UBA78	latest	Scaffold	Major	Full	2017/10/10	ASM250354v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/545/GCA_002503545.1_ASM250354v1	derived from metagenome	
GCA_002507085.1	PRJNA348753	SAMN06027389	DAYW00000000.1	na	1915609	1915609	archaeon UBA168		UBA168	latest	Scaffold	Major	Full	2017/10/10	ASM250708v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/085/GCA_002507085.1_ASM250708v1	derived from metagenome	
GCA_002506595.1	PRJNA348753	SAMN06027508	DAXV00000000.1	na	1915614	1915614	Acidilobaceae archaeon UBA158		UBA158	latest	Scaffold	Major	Full	2017/10/10	ASM250659v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/595/GCA_002506595.1_ASM250659v1	derived from metagenome	
GCA_002496425.1	PRJNA348753	SAMN06027395	DAJS00000000.1	na	1915615	1915615	Acidilobaceae archaeon UBA162		UBA162	latest	Scaffold	Major	Full	2017/10/10	ASM249642v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/425/GCA_002496425.1_ASM249642v1	derived from metagenome	
GCA_002496045.1	PRJNA348753	SAMN06027502	DAIG00000000.1	na	1915616	1915616	Desulfurococcaceae archaeon UBA150		UBA150	latest	Scaffold	Major	Full	2017/10/10	ASM249604v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/045/GCA_002496045.1_ASM249604v1	derived from metagenome	
GCA_002495025.1	PRJNA348753	SAMN06027066	DADP00000000.1	na	1915617	1915617	Desulfurococcaceae archaeon UBA285		UBA285	latest	Scaffold	Major	Full	2017/10/10	ASM249502v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/025/GCA_002495025.1_ASM249502v1	derived from metagenome	
GCA_002505185.1	PRJNA348753	SAMN06027152	DAUP00000000.1	na	1915618	1915618	Ferroplasmaceae archaeon UBA567		UBA567	latest	Scaffold	Major	Full	2017/10/10	ASM250518v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/185/GCA_002505185.1_ASM250518v1	derived from metagenome	
GCA_002494785.1	PRJNA348753	SAMN06027415	DACN00000000.1	na	1915619	1915619	Methanobacteriaceae archaeon UBA117		UBA117	latest	Scaffold	Major	Full	2017/10/10	ASM249478v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/785/GCA_002494785.1_ASM249478v1	derived from metagenome	
GCA_002509125.1	PRJNA348753	SAMN06027492	DAKT00000000.1	na	1915620	1915620	Methanobacteriaceae archaeon UBA237		UBA237	latest	Scaffold	Major	Full	2017/10/11	ASM250912v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/125/GCA_002509125.1_ASM250912v1	derived from metagenome	
GCA_002509095.1	PRJNA348753	SAMN06027173	DANR00000000.1	na	1915621	1915621	Methanobacteriaceae archaeon UBA254		UBA254	latest	Scaffold	Major	Full	2017/10/11	ASM250909v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/095/GCA_002509095.1_ASM250909v1	derived from metagenome	
GCA_002509745.1	PRJNA348753	SAMN06027445	DAWK00000000.1	na	1915622	1915622	Methanobacteriaceae archaeon UBA349		UBA349	latest	Scaffold	Major	Full	2017/10/11	ASM250974v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/745/GCA_002509745.1_ASM250974v1	derived from metagenome	
GCA_002509725.1	PRJNA348753	SAMN06027472	DALW00000000.1	na	1915623	1915623	Methanobacteriaceae archaeon UBA541		UBA541	latest	Scaffold	Major	Full	2017/10/11	ASM250972v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/725/GCA_002509725.1_ASM250972v1	derived from metagenome	
GCA_002504725.1	PRJNA348753	SAMN06027046	DATN00000000.1	na	1915624	1915624	Methanobacteriaceae archaeon UBA587		UBA587	latest	Scaffold	Major	Full	2017/10/10	ASM250472v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/725/GCA_002504725.1_ASM250472v1	derived from metagenome	
GCA_002509085.1	PRJNA348753	SAMN06027049	DATS00000000.1	na	1915625	1915625	Methanobacteriaceae archaeon UBA588		UBA588	latest	Scaffold	Major	Full	2017/10/11	ASM250908v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/085/GCA_002509085.1_ASM250908v1	derived from metagenome	
GCA_002495885.1	PRJNA348753	SAMN06027039	DAHG00000000.1	na	1915626	1915626	Methanocellaceae archaeon UBA148		UBA148	latest	Scaffold	Major	Full	2017/10/10	ASM249588v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/885/GCA_002495885.1_ASM249588v1	derived from metagenome	
GCA_002494795.1	PRJNA348753	SAMN06027417	DACP00000000.1	na	1915627	1915627	Methanococcaceae archaeon UBA115		UBA115	latest	Scaffold	Major	Full	2017/10/10	ASM249479v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/795/GCA_002494795.1_ASM249479v1	derived from metagenome	
GCA_002506085.1	PRJNA348753	SAMN06027379	DAWV00000000.1	na	1915628	1915628	Methanocorpusculaceae archaeon UBA425		UBA425	latest	Scaffold	Major	Full	2017/10/10	ASM250608v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/085/GCA_002506085.1_ASM250608v1	derived from metagenome	
GCA_002496395.1	PRJNA348753	SAMN06027330	DAJQ00000000.1	na	1915629	1915629	Methanocorpusculaceae archaeon UBA456		UBA456	latest	Scaffold	Major	Full	2017/10/10	ASM249639v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/395/GCA_002496395.1_ASM249639v1	derived from metagenome	
GCA_002506175.1	PRJNA348753	SAMN06027419	DAXB00000000.1	na	1915630	1915630	Methanomassiliicoccaceae archaeon UBA113		UBA113	latest	Scaffold	Major	Full	2017/10/10	ASM250617v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/175/GCA_002506175.1_ASM250617v1	derived from metagenome	
GCA_002506985.1	PRJNA348753	SAMN06027605	DAYS00000000.1	na	1915631	1915631	Methanomassiliicoccaceae archaeon UBA248		UBA248	latest	Scaffold	Major	Full	2017/10/10	ASM250698v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/985/GCA_002506985.1_ASM250698v1	derived from metagenome	
GCA_002498545.1	PRJNA348753	SAMN06027533	DAHS00000000.1	na	1915632	1915632	Methanomassiliicoccaceae archaeon UBA271		UBA271	latest	Scaffold	Major	Full	2017/10/10	ASM249854v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/545/GCA_002498545.1_ASM249854v1	derived from metagenome	
GCA_002502465.1	PRJNA348753	SAMN06027249	DAOW00000000.1	na	1915633	1915633	Methanomassiliicoccaceae archaeon UBA296		UBA296	latest	Scaffold	Major	Full	2017/10/10	ASM250246v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/465/GCA_002502465.1_ASM250246v1	derived from metagenome	
GCA_002505735.1	PRJNA348753	SAMN06027218	DAVV00000000.1	na	1915634	1915634	Methanomassiliicoccaceae archaeon UBA298		UBA298	latest	Scaffold	Major	Full	2017/10/10	ASM250573v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/735/GCA_002505735.1_ASM250573v1	derived from metagenome	
GCA_002504645.1	PRJNA348753	SAMN06027356	DATJ00000000.1	na	1915635	1915635	Methanomassiliicoccaceae archaeon UBA306		UBA306	latest	Scaffold	Major	Full	2017/10/10	ASM250464v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/645/GCA_002504645.1_ASM250464v1	derived from metagenome	
GCA_002509465.1	PRJNA348753	SAMN06027354	DAFU00000000.1	na	1915636	1915636	Methanomassiliicoccaceae archaeon UBA308		UBA308	latest	Scaffold	Major	Full	2017/10/11	ASM250946v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/465/GCA_002509465.1_ASM250946v1	derived from metagenome	
GCA_002497155.1	PRJNA348753	SAMN06027353	DAMV00000000.1	na	1915637	1915637	Methanomassiliicoccaceae archaeon UBA309		UBA309	latest	Scaffold	Major	Full	2017/10/10	ASM249715v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/155/GCA_002497155.1_ASM249715v1	derived from metagenome	
GCA_002506325.1	PRJNA348753	SAMN06027164	DAXI00000000.1	na	1915638	1915638	Methanomassiliicoccaceae archaeon UBA314		UBA314	latest	Scaffold	Major	Full	2017/10/10	ASM250632v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/325/GCA_002506325.1_ASM250632v1	derived from metagenome	
GCA_002498425.1	PRJNA348753	SAMN06027167	DAHM00000000.1	na	1915639	1915639	Methanomassiliicoccaceae archaeon UBA317		UBA317	latest	Scaffold	Major	Full	2017/10/10	ASM249842v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/425/GCA_002498425.1_ASM249842v1	derived from metagenome	
GCA_002509415.1	PRJNA348753	SAMN06027436	DAIP00000000.1	na	1915640	1915640	Methanomassiliicoccaceae archaeon UBA319		UBA319	latest	Scaffold	Major	Full	2017/10/11	ASM250941v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/415/GCA_002509415.1_ASM250941v1	derived from metagenome	
GCA_002506905.1	PRJNA348753	SAMN06027624	DAYM00000000.1	na	1915641	1915641	Methanomassiliicoccaceae archaeon UBA328		UBA328	latest	Scaffold	Major	Full	2017/10/10	ASM250690v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/905/GCA_002506905.1_ASM250690v1	derived from metagenome	
GCA_002506865.1	PRJNA348753	SAMN06027637	DAYK00000000.1	na	1915642	1915642	Methanomassiliicoccaceae archaeon UBA329		UBA329	latest	Scaffold	Major	Full	2017/10/10	ASM250686v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/865/GCA_002506865.1_ASM250686v1	derived from metagenome	
GCA_002506565.1	PRJNA348753	SAMN06027489	DAXU00000000.1	na	1915643	1915643	Methanomassiliicoccaceae archaeon UBA333		UBA333	latest	Scaffold	Major	Full	2017/10/10	ASM250656v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/565/GCA_002506565.1_ASM250656v1	derived from metagenome	
GCA_002498765.1	PRJNA348753	SAMN06027437	DAIW00000000.1	na	1915644	1915644	Methanomassiliicoccaceae archaeon UBA343		UBA343	latest	Scaffold	Major	Full	2017/10/10	ASM249876v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/765/GCA_002498765.1_ASM249876v1	derived from metagenome	
GCA_002508625.1	PRJNA348753	SAMN06027444	DATB00000000.1	na	1915645	1915645	Methanomassiliicoccaceae archaeon UBA344		UBA344	latest	Scaffold	Major	Full	2017/10/11	ASM250862v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/625/GCA_002508625.1_ASM250862v1	derived from metagenome	
